imo,timestamp,lat,lon,berth_id,navigational_status
1234567,2022-02-01 00:58:32.200000+00:00,17.31057,131.22367,,15
1234567,2022-02-01 01:59:38+00:00,17.08833333333333,131.12333333333333,,0
1234567,2022-02-01 02:56:41+00:00,16.88197166666667,131.03119166666667,,0
1234567,2022-02-01 03:55:13+00:00,16.667118333333335,130.93252166666667,,15
1234567,2022-02-01 04:59:01+00:00,16.429371666666665,130.82825666666665,,0
1234567,2022-02-01 05:55:43+00:00,16.219543333333334,130.728585,,15
1234567,2022-02-01 06:56:02.040000+00:00,15.99378,130.62786,,15
1234567,2022-02-01 07:56:14.280000+00:00,15.76953,130.533,,15
1234567,2022-02-01 08:56:32.230000+00:00,15.55096,130.42625,,15
1234567,2022-02-01 09:56:43.950000+00:00,15.32742,130.33043,,15
1234567,2022-02-01 10:57:07+00:00,15.101695000000001,130.23122833333335,,15
1234567,2022-02-01 11:57:19.220000+00:00,14.87765,130.12959,,15
1234567,2022-02-01 12:59:16+00:00,14.648251666666665,130.02769833333335,,0
1234567,2022-02-01 13:59:44+00:00,14.426838333333334,129.92860666666667,,0
1234567,2022-02-01 14:58:01.810000+00:00,14.20928,129.83115,,15
1234567,2022-02-01 15:58:25.260000+00:00,13.98268,129.73179,,15
1234567,2022-02-01 16:58:37.030000+00:00,13.75629,129.62874,,15
1234567,2022-02-01 17:58:49.630000+00:00,13.52853,129.52741,,15
1234567,2022-02-01 18:44:01.180000+00:00,13.35892,129.45245,,15
1234567,2022-02-01 19:44:19.060000+00:00,13.13071,129.3536,,15
1234567,2022-02-01 20:44:36.650000+00:00,12.90394,129.25047,,15
1234567,2022-02-01 21:31:33.230000+00:00,12.72933,129.17383,,15
1234567,2022-02-01 22:58:33.350000+00:00,12.40473,129.0298,,15
1234567,2022-02-01 23:13:39.640000+00:00,12.34873,129.00315,,15
1234567,2022-02-02 00:30:48.810000+00:00,12.05675,128.87585,,15
1234567,2022-02-02 01:38:43+00:00,11.79419,128.75995,,0
1234567,2022-02-02 02:59:38+00:00,11.479999999999999,128.62333333333333,,0
1234567,2022-02-02 03:54:36.230000+00:00,11.27005,128.5298,,15
1234567,2022-02-02 04:44:38+00:00,11.079715,128.44512666666665,,0
1234567,2022-02-02 05:52:12+00:00,10.822326666666667,128.33676166666666,,0
1234567,2022-02-02 06:50:40+00:00,10.598333333333333,128.23333333333332,,0
1234567,2022-02-02 07:58:36+00:00,10.3351,128.11245166666666,,0
1234567,2022-02-02 08:38:11.360000+00:00,10.17864,128.0485,,15
1234567,2022-02-02 09:44:52.460000+00:00,9.91723,127.93337,,15
1234567,2022-02-02 10:54:29+00:00,9.645361666666668,127.81806333333334,,0
1234567,2022-02-02 11:59:57+00:00,9.387426666666666,127.70161333333334,,0
1234567,2022-02-02 12:51:48+00:00,9.180433333333333,127.61017333333332,,0
1234567,2022-02-02 13:39:58+00:00,8.98883,127.52532500000001,,15
1234567,2022-02-02 14:44:40+00:00,8.733333333333333,127.41666666666667,,0
1234567,2022-02-02 15:16:21+00:00,8.60612,127.36178,,0
1234567,2022-02-02 16:59:25+00:00,8.175851666666667,127.17280666666667,,0
1234567,2022-02-02 17:52:39.520000+00:00,7.95079,127.07487,,15
1234567,2022-02-02 18:45:51+00:00,7.723425000000001,126.97860166666666,,0
1234567,2022-02-02 19:56:01+00:00,7.421231666666667,126.84605166666667,,15
1234567,2022-02-02 21:11:59+00:00,7.07672,126.69496000000001,,0
1234567,2022-02-02 22:37:46+00:00,6.682734999999999,126.52398166666667,,15
1234567,2022-02-02 23:56:43+00:00,6.333333333333333,126.36999999999999,,0
1234567,2022-02-03 00:49:30+00:00,6.115826666666666,126.22622833333334,,0
1234567,2022-02-03 01:32:23+00:00,5.95732,126.09529500000001,,0
1234567,2022-02-03 02:57:52.790000+00:00,5.6409,125.81878,,15
1234567,2022-02-03 03:41:18+00:00,5.485733333333333,125.69579666666667,,0
1234567,2022-02-03 04:44:53.630000+00:00,5.28426,125.5033,,15
1234567,2022-02-03 05:57:10+00:00,5.0976783333333335,125.250445,,0
1234567,2022-02-03 06:32:41+00:00,5.00833,125.12667,,0
1234567,2022-02-03 07:36:12+00:00,4.852183333333333,124.90458833333334,,0
1234567,2022-02-03 08:56:36+00:00,4.64088,124.60986666666666,,0
1234567,2022-02-03 11:59:44+00:00,4.163333333333333,123.95333333333333,,0
1234567,2022-02-03 12:58:58+00:00,4.025238333333333,123.76041000000001,,0
1234567,2022-02-03 13:30:23+00:00,3.9559966666666666,123.664335,,15
1234567,2022-02-03 14:46:32+00:00,3.788745,123.43417833333334,,0
1234567,2022-02-03 15:48:03.260000+00:00,3.65869,123.25311,,15
1234567,2022-02-03 18:53:35.120000+00:00,3.25327,122.68555,,15
1234567,2022-02-03 19:53:39+00:00,3.115,122.50333333333333,,0
1234567,2022-02-03 20:37:14.230000+00:00,3.01865,122.36773,,15
1234567,2022-02-03 21:37:40.470000+00:00,2.88319,122.17923,,15
1234567,2022-02-03 22:37:51.670000+00:00,2.74829,121.99293,,15
1234567,2022-02-03 23:59:44+00:00,2.5733333333333333,121.74666666666667,,0
1234567,2022-02-04 00:59:10+00:00,2.442271666666667,121.57192666666667,,0
1234567,2022-02-04 01:50:26+00:00,2.33667,121.40833,,0
1234567,2022-02-04 02:23:28+00:00,2.2733333333333334,121.30166666666668,,0
1234567,2022-02-04 03:20:38+00:00,2.13833,121.13333,,0
1234567,2022-02-04 04:51:29+00:00,1.9317283333333333,120.863165,,0
1234567,2022-02-04 05:22:49+00:00,1.8419883333333333,120.78612,,0
1234567,2022-02-04 06:46:40+00:00,1.68981,120.51396,,0
1234567,2022-02-04 07:53:41+00:00,1.5283333333333333,120.32166666666667,,0
1234567,2022-02-04 11:35:38+00:00,1.0516666666666667,119.61833333333334,,0
1234567,2022-02-04 12:59:49+00:00,0.8426883333333334,119.363885,,15
1234567,2022-02-04 13:59:41+00:00,0.7066666666666667,119.17333333333333,,0
1234567,2022-02-04 14:54:29+00:00,0.5797,118.99726166666666,,0
1234567,2022-02-04 15:32:46.100000+00:00,0.48655,118.87481,,15
1234567,2022-02-04 16:45:51.530000+00:00,0.32174,118.63927,,15
1234567,2022-02-04 17:53:37.180000+00:00,0.16515,118.42208,,15
1234567,2022-02-04 18:41:15.840000+00:00,0.05736,118.27754,,15
