imo,timestamp,lat,lon,berth_id,navigational_status
1234567,2022-03-01 00:53:35+00:00,33.01107833333334,170.177505,,0
1234567,2022-03-01 01:59:22+00:00,32.91746333333334,170.46030666666667,,0
1234567,2022-03-01 02:59:23+00:00,32.88431166666667,170.72657333333333,,0
1234567,2022-03-01 03:59:49+00:00,32.84115666666666,170.98882,,0
1234567,2022-03-01 04:50:51+00:00,32.778333333333336,171.20666666666665,,0
1234567,2022-03-01 05:48:02+00:00,32.71978333333333,171.45196666666666,,0
1234567,2022-03-01 06:59:25+00:00,32.637605,171.75417833333333,,0
1234567,2022-03-01 07:58:32+00:00,32.64534,172.01801166666667,,0
1234567,2022-03-01 08:59:51+00:00,32.65333,172.28667,,0
1234567,2022-03-01 09:59:02+00:00,32.66579,172.54487,,0
1234567,2022-03-01 10:59:44+00:00,32.679296666666666,172.81622166666665,,0
1234567,2022-03-01 11:56:23+00:00,32.69580666666666,173.06865166666665,,0
1234567,2022-03-01 12:58:47+00:00,32.71975,173.34916,,0
1234567,2022-03-01 13:59:37+00:00,32.73643166666667,173.62774666666667,,0
1234567,2022-03-01 14:59:56+00:00,32.742815,173.90637999999998,,0
1234567,2022-03-01 15:50:11+00:00,32.746715,174.13552333333334,,0
1234567,2022-03-01 16:57:23+00:00,32.74807333333333,174.438785,,0
1234567,2022-03-01 17:59:41+00:00,32.74898666666667,174.71394833333335,,0
1234567,2022-03-01 18:41:55+00:00,32.74762166666667,174.90398166666668,,0
1234567,2022-03-01 19:52:33+00:00,32.73715,175.21450833333336,,0
1234567,2022-03-01 20:59:54+00:00,32.74212,175.51408,,0
1234567,2022-03-01 21:59:51+00:00,32.74333333333333,175.78833333333333,,0
1234567,2022-03-01 22:59:54+00:00,32.7476,176.056075,,0
1234567,2022-03-01 23:59:58+00:00,32.75029333333333,176.32318333333333,,0
1234567,2022-03-02 00:58:50+00:00,32.751705,176.59099666666668,,0
1234567,2022-03-02 01:59:58+00:00,32.75094833333333,176.87266666666667,,0
1234567,2022-03-02 02:59:12+00:00,32.74742833333333,177.15126333333333,,0
1234567,2022-03-02 03:57:02+00:00,32.749635,177.42439833333336,,0
1234567,2022-03-02 04:59:31+00:00,32.747295,177.71615,,0
1234567,2022-03-02 05:56:50+00:00,32.75,177.97833333333335,,0
1234567,2022-03-02 06:59:08+00:00,32.7466,178.25865333333334,,0
1234567,2022-03-02 07:57:21+00:00,32.74988,178.52925,,0
1234567,2022-03-02 08:59:56+00:00,32.74667,178.81833,,0
1234567,2022-03-02 09:59:37+00:00,32.75192833333333,179.09194333333335,,0
1234567,2022-03-02 10:59:39+00:00,32.74786666666667,179.36724,,0
1234567,2022-03-02 11:56:12+00:00,32.75128,179.62209,,0
1234567,2022-03-02 12:59:51+00:00,32.751335,179.90830666666668,,0
1234567,2022-03-02 13:59:58+00:00,32.76648166666667,-179.81814666666665,,0
1234567,2022-03-02 14:54:58+00:00,32.78973166666667,-179.57080833333333,,0
1234567,2022-03-02 15:59:49+00:00,32.81597166666667,-179.27591166666667,,0
1234567,2022-03-02 16:59:48+00:00,32.839425,-179.00561000000002,,0
